datetime,open,high,low,close,volume
2025-11-30,147.5741058634384,147.81105542555935,144.85703576294333,147.35343829681656,1421
2025-12-01,151.43380089394856,152.73036462600263,149.47909634421967,151.00149954550218,4302
2025-12-02,148.65614301300283,150.93104015068434,148.65614301300283,149.11089501153577,4761
2025-12-03,147.94489875526372,149.3901925661202,147.25668615268827,148.11780055221303,4134
2025-12-04,148.7433882746802,151.70894879488046,147.64883533287906,149.4996160880063,2508
2025-12-05,150.71371034960788,154.15451269484558,148.40785311645627,151.35141165053852,4699
2025-12-06,150.15281354851027,152.56728337930065,147.89513725953032,149.7905778405803,4774
2025-12-07,149.03799627301555,151.02763769183667,148.89570883443182,149.6751195776243,2597
2025-12-08,152.267577393579,152.55696476376713,150.31523351694602,152.21725062624486,1767
2025-12-09,153.056716842763,155.59314791620514,151.01866818017055,152.63862431931813,3044
2025-12-10,150.7755793845392,154.07851979768753,149.2222893528963,151.56182553834972,3530
2025-12-11,152.20318298713866,152.44254659149067,151.74761663139998,152.06855854788085,3566
2025-12-12,153.43037383155016,156.67977391199955,151.63416455664134,153.91724826414742,3202
2025-12-13,151.93261500467221,153.61645034038344,149.3829615181687,151.00676125419704,3139
2025-12-14,151.51181324244723,153.1012361203856,148.65574593743042,151.5447219490074,4029
2025-12-15,153.99806515538765,155.15990636307214,152.3604635577213,153.38608005583734,2549
2025-12-16,154.9660992823518,156.06265430964964,152.96778051863743,154.86564619803926,3502
2025-12-17,155.47665181473323,156.5541116654897,153.59374243249354,156.3898267490236,2764
2025-12-18,159.46603611314328,160.20532508689294,158.8922041779832,159.19973336195523,3044
2025-12-19,159.35332684361586,160.85908050499657,155.6388346974932,158.45052015920254,3645
2025-12-20,157.1095244710798,157.1095244710798,154.8426436638847,156.90630083078713,4716
2025-12-21,158.32191776684263,158.68403756306247,157.48002887067355,157.68354004798906,1509
2025-12-22,156.98435416692126,157.4104473209973,155.313050539384,156.21594124022445,2206
2025-12-23,158.14320421108224,160.29923147599814,156.56252840124853,158.68704466718438,1385
2025-12-24,158.07716396413113,161.41264113355294,158.07716396413113,158.65307428431467,2597
2025-12-25,160.60696325351586,161.42403925891173,158.63848989528503,160.38500127581386,4802
2025-12-26,158.4187826885595,159.63758535463478,157.55907657808723,158.59672574894608,3452
2025-12-27,162.4832736362741,164.0160547748699,159.94080447723823,161.80355103054066,3293
2025-12-28,165.1456928838139,165.70230045968728,164.20842053558033,164.34564663701786,1741
2025-12-29,161.28603412751136,162.25300583772588,158.9645809504488,161.57919136890592,4662
2025-12-30,162.59124126327916,164.47481869372825,160.197033237798,163.11750014533018,3708
2025-12-31,164.77319208570583,164.77319208570583,161.30550748936102,164.2121410552181,3697
